"dataset","configuration","seed","logit_source","calibration","temperature","test_samples","accuracy_pct","ece15_pct","nll","multiclass_brier","aurc"
"Agri-Foundation-145k","dual_none","2035","native_manifest_val_test_logits","temperature_scaled","2.171250563734474","29041","92.19035157191556","1.6758523967494245","0.29804895852754043","0.11176954876201946","0.006979046477712882"
"Agri-Foundation-145k","flat","2026","combined_controlled_logits","raw","1.0","29041","91.7943596983575","4.97904325952398","0.42173179039526704","0.12993712176866654","0.007937189072077171"
"Agri-Foundation-145k","flat","2026","combined_controlled_logits","temperature_scaled","1.7559222791893623","29041","91.7943596983575","1.3489981663355564","0.31967812669879","0.11762970525942887","0.007923998126540299"
"Agri-Foundation-145k","flat","2027","combined_controlled_logits","raw","1.0","29041","92.27988016941565","5.3828215252791045","0.4688194373652945","0.12861015465304412","0.007154984290865245"
"Agri-Foundation-145k","flat","2027","combined_controlled_logits","temperature_scaled","2.089235325382532","29041","92.27988016941565","1.7701591864128168","0.3073149779846238","0.1125261919460131","0.007174826864208269"
"Agri-Foundation-145k","flat","2028","combined_controlled_logits","raw","1.0","29041","92.22134224028098","5.579483709942084","0.49521508466050573","0.1304180034395098","0.007069404092123553"
"Agri-Foundation-145k","flat","2028","combined_controlled_logits","temperature_scaled","2.2079378612355525","29041","92.22134224028098","1.7820429520998018","0.31149152545368497","0.11322831998643508","0.007160238781367103"
"Agri-Foundation-145k","flat","2029","combined_controlled_logits","raw","1.0","29041","92.20068179470404","5.400891450497582","0.46505329384393185","0.12858592098710478","0.007111874183843084"
"Agri-Foundation-145k","flat","2029","combined_controlled_logits","temperature_scaled","2.0378723509937426","29041","92.20068179470404","1.559731823800924","0.31097032937977725","0.11286597210171603","0.0072627502011183035"
"Agri-Foundation-145k","flat","2030","combined_controlled_logits","raw","1.0","29041","91.95964326297303","5.346615062752399","0.4406564409715361","0.13048004628344892","0.007310196185154333"
"Agri-Foundation-145k","flat","2030","combined_controlled_logits","temperature_scaled","1.8795030996386968","29041","91.95964326297303","1.6188242527086025","0.3135963178163595","0.11500461109339243","0.007317841004548041"
"Agri-Foundation-145k","dual_none","2026","combined_controlled_logits","raw","1.0","29041","92.2764367618195","5.401902604157614","0.4537104282235031","0.12729719763726335","0.006952408536536578"
"Agri-Foundation-145k","dual_none","2026","combined_controlled_logits","temperature_scaled","2.160366141479614","29041","92.2764367618195","1.5056523012791903","0.2934693551530164","0.11033322920082027","0.006938617888425597"
"Agri-Foundation-145k","dual_none","2027","combined_controlled_logits","raw","1.0","29041","92.155917495954","4.960425275836991","0.40978472804539423","0.12555733603531327","0.007397733265494937"
"Agri-Foundation-145k","dual_none","2027","combined_controlled_logits","temperature_scaled","1.8829972361832035","29041","92.155917495954","1.2203778510016896","0.2983458604106602","0.11212392986117596","0.0072549196077912855"
"Agri-Foundation-145k","dual_none","2028","combined_controlled_logits","raw","1.0","29041","92.40384284287731","5.4283236670086925","0.46985252496394314","0.1273238837541013","0.006958014167887508"
"Agri-Foundation-145k","dual_none","2028","combined_controlled_logits","temperature_scaled","2.1915473141906245","29041","92.40384284287731","1.5732778538338508","0.2966177172167794","0.11053148433374228","0.00696672486461033"
"Agri-Foundation-145k","dual_none","2029","combined_controlled_logits","raw","1.0","29041","92.24200268585793","5.29330349738313","0.4568198217606237","0.12850401480115697","0.007411813201375255"
"Agri-Foundation-145k","dual_none","2029","combined_controlled_logits","temperature_scaled","2.061774055533364","29041","92.24200268585793","1.5724986826958824","0.30275994985662463","0.11320961331301298","0.007338962906973849"
"Agri-Foundation-145k","dual_none","2030","combined_controlled_logits","raw","1.0","29041","92.31775765297338","5.489783559511546","0.4708826185584537","0.12791072510632304","0.007191393814440405"
"Agri-Foundation-145k","dual_none","2030","combined_controlled_logits","temperature_scaled","2.1851646008002175","29041","92.31775765297338","1.6334369704145608","0.29706896992189374","0.11100374556578158","0.007287885717644522"
